id,firm,year_est,plant id,place,district,state,lat,long
56,N M D C LTD.,1958,,kirandul,dakshin bastar dantewada,chhattisgarh,18.46719,81.33086
56,N M D C LTD.,1958,,Nagarnar,bastar,chhattisgarh,19.08977,82.02153
56,N M D C LTD.,1958,,palwancha,khammam,andhra pradesh,17.588,80.6864
56,N M D C LTD.,1958,,panna,panna,madhya pradesh,24.7046,80.1798
56,N M D C LTD.,1958,,Lalapur,allahabad,uttar pradesh,,
56,N M D C LTD.,1958,,arki,solan,himachal pradesh,31.1547,76.969
57,N T P C LTD.,1975,,Singrauli,Sonebhadra ,uttar pradesh,24.12107,82.69594
57,N T P C LTD.,1975,,korba part,korba,chhattisgarh,22.48708,82.63128
57,N T P C LTD.,1975,,ramagundam part,karimnagar,andhra pradesh,18.76342,79.47386
57,N T P C LTD.,1975,,farakka barrage township,murshidabad,west bengal,24.76976,87.90673
57,N T P C LTD.,1975,,singrauli,singrauli,madhya pradesh,24.08698,82.69128
57,N T P C LTD.,1975,,bijpur,sonbhadra,uttar pradesh,24.266741,83.11786
57,N T P C LTD.,1975,,colgong,bhagalpur,bihar,25.25724,87.27246
57,N T P C LTD.,1975,,Muthiyani,gautam buddha nagar,uttar pradesh,28.53075,77.5527
57,N T P C LTD.,1975,,Bhimakanda,anugul,odisha,21.087703,85.087318
57,N T P C LTD.,1975,,kurmannapalem u,visakhapatnam,andhra pradesh,17.58053,83.091873
57,N T P C LTD.,1975,,unchahar,rae bareli,uttar pradesh,25.9027,81.3003
57,N T P C LTD.,1975,,talcher,anugul,odisha,21.0586,85.04106
57,N T P C LTD.,1975,,Seepat,bilaspur,chhattisgarh,22.127945,82.2906
57,N T P C LTD.,1975,,Katariya,ambedkar nagar,uttar pradesh,26.6053,82.5541
57,N T P C LTD.,1975,,mouda,nagpur,maharashtra,21.14971,79.40253
57,N T P C LTD.,1975,,salakati,kokrajhar,assam,26.477705,90.300473
57,N T P C LTD.,1975,,"Barh, patna, Bihar ",,bihar,,
57,N T P C LTD.,1975,,Kudgi,bijapur,karnataka,16.8288,75.71778
57,N T P C LTD.,1975,,solapur,solapur,Maharashtra,17.59456,75.97196
57,N T P C LTD.,1975,,Lohakhan,raigarh,chhattisgarh,21.73743,83.46754
57,N T P C LTD.,1975,,barauni,begusarai,bihar,25.46296,85.98814
57,N T P C LTD.,1975,,gadarwara,narsimhapur,madhya pradesh,22.921,78.7778
57,N T P C LTD.,1975,,Selda,west nimar,madhya pradesh,21.97424,75.92824
57,N T P C LTD.,1975,,Darlipali,sundargarh,odisha,21.79363,83.81815
57,N T P C LTD.,1975,,Kachri,baran,rajasthan,25.0959,76.5059
57,N T P C LTD.,1975,,dibiyapur,auraiya,uttar pradesh,26.4607,79.5105
57,N T P C LTD.,1975,,Surat,Surat,Gujarat,21.18082,72.68977
57,N T P C LTD.,1975,,Jhanor,bharuch,gujarat,21.84248,73.08692
57,N T P C LTD.,1975,,chingoli,alappuzha,kerala,9.27679,76.45492
57,N T P C LTD.,1975,,Nimka(96),faridabad,haryana,28.28647,77.48221
57,N T P C LTD.,1975,,Barmana (128),bilaspur,himachal pradesh,31.463449,76.862579
58,N L C INDIA LTD.,1956,,neyveli,cuddalore,tamil nadu,11.61257,79.48244
58,N L C INDIA LTD.,1956,,Barsingsar,bikaner,rajasthan,27.81818,73.19224
59,ORISSA MINERALS DEVELOPMENT CO. LTD.,1980,,barbil,kendujhar,odisha,22.1115,85.3855
60,PETRONET L N G LTD.,1998,,Dahej,bharuch,Gujarat,21.703369,72.548218
60,PETRONET L N G LTD.,1998,,puthuvype,ernakulam,Kerala,9.956297,76.332486
61,P T C INDIA LTD.,1999,,north west,,,28.57208,77.18124
62,ASSAM PETROCHEMICALS LTD.,1971,,namrup,dibrugarh,assam,27.1938,95.3558
63,GUJARAT ALKALIES & CHEMICALS LTD.,1973,,vadodara,vadodara,Gujarat,22.37649,73.099
63,GUJARAT ALKALIES & CHEMICALS LTD.,1973,,Dahej,bharuch,Gujarat,21.705839,72.593338
64,GUJARAT INDUSTRIES POWER CO. LTD.,1985,,Surat,Surat,Gujarat,21.14192,72.87395
64,GUJARAT INDUSTRIES POWER CO. LTD.,1985,,vadodara,vadodara,Gujarat,22.37649,73.099
64,GUJARAT INDUSTRIES POWER CO. LTD.,1985,," surat ,Gujarat",,Gujarat,,
65,GUJARAT MINERAL DEVP. CORPN. LTD.,1963,,Panandhro,Kutch,Gujarat,23.70862,68.78795
65,GUJARAT MINERAL DEVP. CORPN. LTD.,1963,,Ambadungar,vadodara,Gujarat,22.01378,74.07783
65,GUJARAT MINERAL DEVP. CORPN. LTD.,1963,, Mevasa ,jamnagar,Gujarat,22.069731,69.314941
65,GUJARAT MINERAL DEVP. CORPN. LTD.,1963,,Rajpardi ,Bharuch,Gujarat,21.7705002,21.7705002
65,GUJARAT MINERAL DEVP. CORPN. LTD.,1963,,Mandvi,Kutch,Gujarat,22.8346,69.360703
65,GUJARAT MINERAL DEVP. CORPN. LTD.,1963,,Matana Madh,kachchh,Gujarat,23.67938,69.06733
65,GUJARAT MINERAL DEVP. CORPN. LTD.,1963,,Surat,Surat,Gujarat,23.051331,72.531952
65,GUJARAT MINERAL DEVP. CORPN. LTD.,1963,,Umarsar,Kutch,Gujarat,23.59807,68.896202
65,GUJARAT MINERAL DEVP. CORPN. LTD.,1963,,Bhavnagar,Bhavnagar,Gujarat,21.73296,72.14587
66,GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LTD.,1976,,Bharuch,Bharuch,Gujarat,22.69144,71.59791
67,GUJARAT STATE FERTILIZERS & CHEMICALS LTD.,1962,,Vadodara,Vadodara,Gujarat,22.39608,73.13152
68,MYSORE PAPER MILLS LTD.,1977,,Indiranagara,shimoga,karnataka,13.82211,75.69856
69,NARMADA CHEMATUR PETROCHEMICALS LTD. [MERGED],1992,,Vadadla,Bharuch,Gujarat,21.72356,73.00126
70,MELTRON SEMICONDUCTORS LTD.,1978,,Maroli,solapur,Maharashtra,19.128275,72.867706
71,SAIL-S C L KERALA LTD.,1969,,olavanna,kozhikode,Kerala,11.25909,75.782
72,TAMIL NADU NEWSPRINT & PAPERS LTD.,1999,,VILLUPURAM,VILLUPURAM,T.N,11.0152,78.40698
72,TAMIL NADU NEWSPRINT & PAPERS LTD.,1999,,Ariyalur,Ariyalur,T.N,11.1521,79.0694
72,TAMIL NADU NEWSPRINT & PAPERS LTD.,1999,,THANJAVUR,THANJAVUR,T.N,10.7836,79.1336
72,TAMIL NADU NEWSPRINT & PAPERS LTD.,1999,,Mandipatti,Tiruchirappalli,T.N,9.99967,77.61953
72,TAMIL NADU NEWSPRINT & PAPERS LTD.,1999,,tnpl pugalur,Karur,T.N,11.052576,77.996518
72,TAMIL NADU NEWSPRINT & PAPERS LTD.,1999,,NAMAKKAL,NAMAKKAL,T.N,11.21878,78.167976
72,TAMIL NADU NEWSPRINT & PAPERS LTD.,1999,,Pudukkottai ,Pudukkottai ,T.N,10.379663,78.820847
72,TAMIL NADU NEWSPRINT & PAPERS LTD.,1999,,karaikkudi,sivaganga,T.N,10.06163,78.76699
72,TAMIL NADU NEWSPRINT & PAPERS LTD.,1999,,Therkku Sankarankovil,tirunelveli,T.N,9.11854,77.62512
